,ETXEUR,ETXEUR,ETXEUR,ETXEUR,ETXEUR,ETXEUR,ETXEUR
2014-10-24,3124.8767,3095.371,3060.9565,3033.1826,3034.4138,3021.781,3021.3987
2014-10-26,3098.1704,3062.1406,3035.5918,3036.3528,3023.9119,3023.4944,3022.681
2014-10-27,3065.0198,3035.2998,3035.252,3023.6086,3022.8396,3021.8594,3021.6858
2014-10-28,3037.9502,3035.25,3022.9297,3022.402,3021.8132,3021.9866,3011.6316
2014-10-29,3035.19,3022.8286,3022.2432,3022.0652,3022.2205,3011.2043,3022.1316
2014-10-30,3022.2283,3021.1396,3019.4353,3019.4646,3009.2341,3020.015,3019.5078
2014-10-31,3022.416,3021.5117,3021.6313,3010.8774,3021.527,3021.5671,3021.5828
2014-11-02,3021.982,3022.0073,3010.9458,3022.533,3022.2031,3022.077,3022.0
2014-11-03,3018.6624,3009.2288,3019.0017,3018.7666,3018.787,3018.8367,3018.8562
2014-11-04,3011.1868,3022.179,3021.849,3021.9177,3021.86,3021.8582,3011.1956
2014-11-05,3021.5366,3021.8965,3021.9673,3021.896,3021.9717,3010.9321,3021.903
2014-11-06,3021.7185,3021.7222,3021.7192,3021.7275,3010.9517,3022.2063,3021.7202
2014-11-07,3022.1904,3022.0996,3022.2717,3011.2766,3022.4968,3022.1587,3022.1313
2014-11-09,3021.415,3021.4429,3010.383,3021.9846,3021.3987,3021.4783,3021.3643
2014-11-10,3020.4622,3009.5615,3020.952,3020.5002,3020.4832,3020.507,3020.431
2014-11-11,3009.0945,3020.4001,3020.034,3019.9712,3020.0024,3020.0698,3009.2566
2014-11-12,3022.049,3022.3984,3022.5132,3022.4197,3022.4365,3011.6404,3021.986
2014-11-13,3021.8464,3021.7544,3021.8206,3021.8562,3010.8296,3022.2275,3021.6187
2014-11-14,3022.154,3022.0735,3022.108,3011.2625,3022.5588,3022.1602,3022.1416
2014-11-16,3021.6902,3021.3853,3010.8333,3021.7388,3021.6543,3021.459,3021.6404
2014-11-17,3022.2502,3012.0486,3022.4822,3022.297,3022.2153,3022.316,3022.3613
2014-11-18,3010.5283,3022.0273,3021.5374,3021.5225,3021.5005,3021.5479,3021.563
2014-11-19,3022.4036,3022.6333,3022.524,3022.616,3022.547,3022.6584,3023.2969
2014-11-20,3021.923,3021.9553,3021.9,3021.9392,3021.966,3022.207,3023.111
2014-11-21,3021.9438,3021.9185,3021.92,3021.946,3022.5022,3023.193,3034.116
2014-11-23,3021.1868,3021.111,3020.9614,3022.6123,3023.5208,3036.7996,3049.1921
2014-11-24,3022.4216,3022.3079,3022.9182,3023.4827,3039.4268,3050.4636,3054.8447
2014-11-25,3022.1064,3022.5334,3022.973,3037.101,3049.8115,3054.4553,3054.396
2014-11-26,3022.246,3022.9539,3037.7507,3049.8132,3054.596,3054.4905,3054.8735
2014-11-27,3022.6433,3037.5728,3048.9302,3053.5461,3053.596,3054.6309,3056.475
2014-11-28,3040.0068,3050.038,3054.6082,3054.6113,3054.7854,3056.9543,3067.9373
2014-11-30,3049.4822,3054.4165,3054.4136,3054.607,3056.803,3067.3076,3067.934
2014-12-01,3054.4226,3054.3762,3054.686,3056.7114,3067.4446,3067.7993,3069.789
2014-12-02,3054.196,3054.6277,3056.5098,3067.3394,3067.8052,3069.7986,3069.7861
2014-12-03,3055.1936,3056.912,3067.3088,3068.293,3070.0996,3070.0723,3083.849
2014-12-04,3056.9062,3067.8252,3068.0513,3070.1313,3070.1565,3083.4167,3083.9136
2014-12-05,3067.694,3068.1458,3070.1553,3070.1633,3083.4927,3083.9517,3088.9785
2014-12-07,3068.1536,3070.148,3070.0286,3084.1675,3083.9797,3088.91,3093.2039
2014-12-08,3070.0903,3070.0586,3083.4954,3083.9656,3088.9634,3093.0916,3094.496
2014-12-09,3070.247,3083.8804,3084.0928,3088.941,3092.9563,3094.7476,3094.4402
2014-12-10,3082.5083,3082.6987,3087.9136,3091.8845,3093.3477,3093.5215,3093.441
2014-12-11,3083.4294,3088.5767,3092.4019,3093.8127,3093.8582,3094.0024,3094.0444
2014-12-12,3088.8145,3092.973,3094.3945,3094.5068,3094.488,3094.4797,3094.4888
2014-12-14,3092.0474,3093.6643,3093.666,3093.6672,3093.732,3093.7297,3095.5747
2014-12-15,3093.736,3093.7703,3093.7053,3093.6724,3093.6914,3095.617,3102.9648
2014-12-16,3094.6575,3094.7192,3094.6233,3094.6436,3096.5938,3103.765,3103.953
2014-12-17,3095.5286,3095.4248,3095.5718,3097.4631,3104.3606,3104.667,3120.4731
2014-12-18,3095.1191,3095.1333,3096.9082,3103.925,3104.2903,3120.6833,3137.276
2014-12-19,3095.9707,3097.6304,3105.2793,3105.0232,3120.8562,3137.104,3144.5352
2014-12-21,3097.9668,3105.1143,3105.4128,3121.1345,3137.4148,3144.48,3144.6284
2014-12-22,3102.6443,3102.6833,3118.4856,3135.117,3142.0862,3142.2183,3142.0144
2014-12-23,3103.4402,3119.1672,3135.802,3142.2817,3142.392,3142.3384,3142.6763
2014-12-24,3120.3215,3137.155,3143.9653,3144.0505,3143.8496,3143.901,3151.532
2014-12-25,3136.7122,3142.8672,3142.8796,3142.7056,3142.9836,3150.7622,3150.4817
2014-12-26,3142.3794,3143.0923,3142.7854,3142.935,3150.4438,3150.4756,3150.7014
2014-12-28,3142.8787,3142.995,3142.8655,3150.4797,3150.6716,3150.6792,3150.636
2014-12-29,3143.166,3143.1318,3150.5593,3150.8157,3150.8423,3150.8633,3150.8142
2014-12-30,3152.0518,3160.2712,3159.791,3159.6428,3159.3303,3159.1404,3154.4307
2014-12-31,3151.0508,3151.4797,3151.4106,3151.4487,3151.3074,3146.6387,3146.6707
2015-01-01,3150.5789,3150.5554,3150.589,3150.4556,3145.5037,3145.9102,3142.7363
2015-01-02,3148.8774,3148.9292,3149.0063,3144.8027,3144.483,3141.4148,3134.8328
2015-01-04,3150.0325,3150.1448,3145.2983,3145.316,3142.188,3136.068,3134.9172
2015-01-05,3148.5293,3143.6714,3143.7961,3140.9316,3134.629,3133.051,3114.9775
2015-01-06,3147.3193,3147.5525,3144.3848,3138.3408,3136.893,3114.0925,3091.0205
2015-01-07,3145.4722,3142.7769,3136.3345,3135.298,3115.0483,3089.9912,3089.6274
2015-01-08,3142.6672,3136.1492,3135.643,3113.6853,3089.992,3089.3542,3089.6472
2015-01-09,3136.7637,3135.8792,3114.9255,3090.2358,3089.765,3089.9758,3089.8562
2015-01-11,3122.2378,3102.839,3077.0005,3076.6807,3076.8567,3076.892,3077.3428
2015-01-12,3114.5273,3088.9983,3088.4966,3088.3428,3088.1985,3088.3882,3088.1985
2015-01-13,3092.8281,3092.1882,3092.172,3092.4597,3092.2893,3091.8784,3073.9592
2015-01-14,3090.3362,3090.407,3090.3486,3090.2764,3090.3167,3075.9856,3087.0217
2015-01-15,3090.3162,3090.261,3090.333,3090.363,3075.354,3088.9036,3090.371
2015-01-16,3089.4197,3089.408,3089.538,3074.4553,3086.7627,3089.5974,3089.5422
2015-01-18,3089.473,3089.5864,3075.8591,3086.6401,3089.7444,3089.6301,3089.7144
2015-01-19,3089.3716,3075.3828,3087.6587,3089.4802,3089.3733,3089.5686,3089.4607
2015-01-20,3073.9553,3085.2014,3089.487,3089.5852,3089.541,3089.4956,3072.9763
2015-01-21,3088.3142,3089.5278,3089.5354,3089.6147,3089.4956,3077.3267,3087.84
2015-01-22,3089.5674,3089.4446,3089.599,3089.545,3075.9077,3089.9246,3099.2437
2015-01-23,3089.7607,3089.8003,3089.8042,3076.558,3089.5715,3099.4246,3102.9146
2015-01-25,3089.6711,3089.699,3077.9675,3090.3936,3099.429,3103.0781,3120.3562
2015-01-26,3089.3853,3076.847,3089.2634,3099.077,3102.5469,3122.2378,3124.2998
2015-01-27,3075.3792,3089.6316,3099.3257,3102.8962,3120.112,3124.6719,3110.3013
2015-01-28,3089.3606,3099.2683,3102.9895,3124.6167,3125.0874,3110.5664,3124.417
2015-01-29,3099.2244,3102.3325,3121.7815,3124.3308,3112.19,3125.0083,3124.382
2015-01-30,3103.1387,3121.0078,3124.809,3110.478,3125.3577,3124.697,3124.5608
2015-02-01,3121.9548,3125.115,3111.1018,3125.797,3124.7551,3124.797,3124.9858
2015-02-02,3124.5457,3110.7432,3125.0576,3124.7207,3124.7039,3124.744,3135.9026
2015-02-03,3110.2393,3124.5583,3124.674,3124.8037,3124.7524,3135.8103,3136.037
2015-02-04,3125.9746,3125.2654,3125.2202,3125.3613,3136.6729,3136.7603,3146.5469
2015-02-05,3125.3293,3125.168,3125.2522,3136.3728,3136.7705,3146.3335,3146.5479
2015-02-06,3124.1033,3124.2073,3135.4321,3135.3774,3145.2393,3145.467,3165.858
2015-02-08,3124.789,3135.9949,3136.0884,3145.9272,3145.972,3170.2712,3195.4363
2015-02-09,3136.1655,3136.2002,3145.7632,3147.1,3174.927,3205.205,3232.9756
2015-02-10,3136.1768,3146.717,3146.1965,3174.071,3203.6506,3238.8787,3239.976
2015-02-11,3146.0146,3146.1865,3167.7039,3198.7983,3234.2666,3239.2039,3243.0925
2015-02-12,3146.0046,3162.896,3192.2495,3229.062,3239.1995,3243.0303,3260.5203
2015-02-13,3162.2712,3189.1785,3225.0369,3239.2666,3242.9312,3260.0063,3301.6853
2015-02-15,3189.452,3222.9805,3239.743,3243.0103,3259.5256,3301.5918,3339.9312
2015-02-16,3223.5334,3237.9478,3242.996,3258.8596,3301.179,3340.1096,3356.1765
2015-02-17,3238.7656,3243.0452,3257.393,3300.1096,3339.707,3356.1086,3356.1526
2015-02-18,3243.0337,3256.4136,3297.4158,3338.3508,3356.3293,3356.1208,3360.0793
2015-02-19,3257.3113,3294.392,3335.5386,3355.974,3356.1548,3360.1504,3360.601
2015-02-20,3296.0962,3332.2175,3355.7466,3356.1824,3360.0996,3360.5833,3372.5408
2015-02-22,3334.04,3356.0217,3356.1394,3360.0547,3360.6465,3372.5042,3373.3926
2015-02-23,3355.8467,3356.107,3360.063,3360.5854,3372.5933,3373.4104,3374.2827
2015-02-24,3356.16,3360.0054,3360.6086,3372.1135,3373.3738,3374.2847,3374.3179
2015-02-25,3360.1265,3360.5806,3371.2373,3373.3792,3374.345,3374.3413,3377.8542
2015-02-26,3360.5735,3370.9639,3373.4014,3374.312,3374.2395,3377.885,3390.4504
2015-02-27,3371.0874,3373.359,3374.3115,3374.2554,3377.8708,3390.4624,3394.399
2015-03-01,3373.3652,3374.2603,3374.2812,3377.8777,3390.3079,3394.386,3395.6116
2015-03-02,3374.291,3374.3113,3377.907,3389.8765,3394.3872,3395.686,3403.2957
2015-03-03,3374.2834,3377.893,3389.2585,3394.363,3395.6301,3403.3477,3403.261
2015-03-04,3377.899,3389.4255,3394.3435,3395.6313,3403.3699,3403.2317,3412.7505
2015-03-05,3388.9656,3394.4163,3395.6304,3403.2012,3403.219,3412.9263,3412.9175
2015-03-06,3394.3828,3395.6736,3403.2615,3403.305,3412.7996,3412.917,3426.4226
2015-03-08,3395.66,3403.3394,3403.2468,3412.8303,3412.856,3426.388,3431.2014
2015-03-09,3403.1274,3403.2153,3412.758,3412.886,3426.5164,3430.9841,3444.1226
2015-03-10,3403.2483,3412.6353,3412.9163,3426.0952,3431.0276,3444.7532,3447.3489
2015-03-11,3412.5884,3412.9146,3425.4407,3431.1296,3444.588,3447.373,3460.9766
2015-03-12,3412.9429,3425.4165,3431.0781,3444.574,3447.365,3461.4397,3472.0847
2015-03-13,3425.8381,3431.177,3443.668,3447.3525,3460.6194,3472.1438,3485.9329
2015-03-15,3431.159,3443.8298,3447.3892,3460.986,3472.0364,3485.9502,3500.2725
2015-03-16,3443.337,3447.337,3460.787,3472.0476,3485.774,3500.5002,3524.6553
2015-03-17,3447.3523,3460.052,3472.0684,3485.442,3500.665,3524.82,3530.735
2015-03-18,3460.5134,3472.0112,3485.365,3501.0552,3524.6357,3530.7903,3538.6333
2015-03-19,3472.0325,3485.0137,3500.9438,3525.0325,3530.7063,3538.537,3552.3645
2015-03-20,3484.9912,3500.4922,3524.3267,3530.697,3538.5618,3552.546,3563.7292
2015-03-22,3500.6438,3523.9204,3530.6091,3538.512,3552.7764,3563.6106,3574.584
2015-03-23,3523.9492,3530.7878,3538.3718,3551.891,3563.6787,3574.403,3575.3752
2015-03-24,3530.7952,3538.608,3552.133,3563.5244,3574.8613,3575.389,3575.3296
2015-03-25,3538.57,3551.8738,3563.583,3574.4678,3575.3174,3575.3843,3576.165
2015-03-26,3552.208,3563.4915,3574.731,3575.3406,3575.3918,3576.111,3578.9038
2015-03-27,3563.5608,3574.6106,3575.3694,3575.356,3576.1035,3578.934,3591.8035
2015-03-29,3574.7664,3575.3643,3575.3472,3576.1084,3578.958,3591.8264,3604.861
2015-03-30,3575.346,3575.367,3576.054,3578.9075,3591.9937,3604.7087,3604.1587
2015-03-31,3575.3936,3576.0774,3579.0027,3591.8298,3604.748,3604.1353,3604.2249
2015-04-01,3576.13,3578.8757,3591.9763,3604.7563,3604.1306,3604.2095,3604.9973
2015-04-02,3578.8928,3591.959,3604.8308,3604.1584,3604.262,3605.0718,3608.591
2015-04-05,3592.053,3604.8633,3604.1746,3604.1445,3604.9622,3608.6316,3614.1167
2015-04-06,3604.8997,3604.1384,3604.147,3604.9443,3608.5752,3613.9958,3623.013
2015-04-07,3604.1172,3604.1377,3605.0615,3608.6401,3614.0776,3623.0151,3623.0547
2015-04-08,3604.0703,3604.997,3608.5583,3614.1006,3622.8474,3622.9998,3627.8062
2015-04-09,3605.0032,3608.5115,3613.9321,3623.086,3623.0464,3627.8381,3628.9902
2015-04-10,3608.6768,3613.9558,3623.0774,3623.1042,3627.837,3628.9521,3634.342
2015-04-12,3613.9805,3623.139,3623.0483,3627.919,3628.948,3634.3933,3642.2795
2015-04-13,3623.1074,3623.02,3627.8813,3629.0156,3634.4448,3642.3347,3642.3079
2015-04-14,3623.0386,3627.8774,3628.9324,3634.3918,3642.2285,3642.2693,3642.378
2015-04-15,3627.8867,3628.954,3634.4092,3642.349,3642.3938,3642.3442,3642.3455
2015-04-16,3628.9534,3634.421,3642.1743,3642.2607,3642.3435,3642.323,3642.8518
2015-04-17,3634.37,3642.2708,3642.3445,3642.2766,3642.3054,3642.772,3644.6587
2015-04-19,3642.1987,3642.353,3642.2712,3642.3362,3642.844,3644.744,3644.729
2015-04-20,3642.2954,3642.3027,3642.2986,3642.7695,3644.7393,3644.712,3645.1707
2015-04-21,3642.3494,3642.311,3642.7812,3644.6843,3644.7236,3645.2358,3645.2
2015-04-22,3642.341,3642.8193,3644.6658,3644.778,3645.1775,3645.162,3645.27
2015-04-23,3642.8125,3644.7356,3644.7183,3645.1606,3645.1458,3645.1958,3649.2402
2015-04-24,3644.743,3644.723,3645.1904,3645.1848,3645.2285,3649.223,3645.2087
2015-04-26,3644.6711,3645.2063,3645.196,3645.1743,3649.1794,3645.1938,3642.8025
2015-04-27,3645.1536,3645.2617,3645.2427,3649.2888,3645.2834,3642.8088,3642.372
2015-04-28,3645.1948,3645.2065,3649.262,3645.246,3642.7876,3642.3616,3636.1733
2015-04-29,3645.2725,3649.3074,3645.216,3642.7798,3642.3335,3636.268,3634.3726
2015-04-30,3649.272,3645.247,3642.8474,3642.3264,3636.2617,3634.4407,3634.4495
2015-05-01,3645.274,3642.802,3642.3203,3636.3003,3634.4138,3634.455,3634.306
2015-05-03,3642.8389,3642.2944,3636.324,3634.4055,3634.4277,3634.3757,3633.7197
2015-05-04,3642.3267,3636.1714,3634.343,3634.3982,3634.3918,3633.6921,3633.7087
2015-05-05,3636.276,3634.376,3634.4214,3634.3936,3633.7815,3633.7935,3633.7473
2015-05-06,3634.4282,3634.3533,3634.428,3633.7002,3633.7373,3633.7185,3633.727
2015-05-07,3634.416,3634.4316,3633.7126,3633.715,3633.7644,3633.692,3633.7556
2015-05-08,3634.3398,3633.7505,3633.7473,3633.7146,3633.7722,3633.7903,3632.7234
2015-05-10,3633.7205,3633.7542,3633.7463,3633.7034,3633.7302,3632.7134,3616.2883
2015-05-11,3633.7656,3633.6885,3633.7256,3633.6965,3632.6917,3616.559,3591.388
2015-05-12,3633.754,3633.7292,3633.774,3632.7256,3616.3845,3591.3923,3580.1096
2015-05-13,3633.7598,3633.795,3632.7378,3616.3862,3591.4824,3579.9182,3579.9294
2015-05-14,3633.763,3632.7542,3616.58,3591.535,3579.8184,3579.9429,3587.75
2015-05-15,3632.6868,3616.7935,3591.506,3579.8162,3579.929,3587.7837,3587.7068
2015-05-17,3616.352,3591.9478,3579.948,3579.8142,3587.705,3587.7834,3587.801
2015-05-18,3591.715,3579.8723,3579.9636,3587.7676,3587.8335,3587.7937,3587.7227
2015-05-19,3579.9653,3579.9102,3587.9841,3587.7852,3587.711,3587.772,3579.7207
2015-05-20,3579.9866,3587.7483,3587.8079,3587.7405,3587.7366,3580.0522,3579.9194
2015-05-21,3588.012,3587.7656,3587.8071,3587.7922,3579.7883,3579.9646,3579.9097
2015-05-22,3587.7815,3587.818,3587.765,3579.6672,3579.912,3579.949,3579.9375
2015-05-24,3587.7603,3587.7852,3579.957,3579.927,3579.9148,3579.9258,3579.95
2015-05-25,3587.7668,3579.9734,3579.9277,3579.9336,3579.9478,3579.9194,3579.9795
2015-05-26,3580.0344,3579.8452,3579.9148,3579.936,3579.911,3579.9556,3570.7476
2015-05-27,3579.9065,3579.9497,3579.8743,3579.856,3579.953,3570.8254,3573.939
2015-05-28,3579.8718,3579.9163,3579.9028,3579.8975,3570.7737,3574.0342,3570.9666
2015-05-29,3579.9597,3579.8748,3579.935,3570.909,3574.005,3570.9626,3570.9575
2015-05-31,3580.0122,3579.9075,3570.9106,3573.9949,3570.995,3570.9236,3564.0244
2015-06-01,3579.9082,3570.7847,3574.008,3570.9844,3570.9663,3564.0547,3562.3315
2015-06-02,3571.1663,3574.1995,3570.9495,3571.0386,3563.991,3562.3645,3553.917
2015-06-03,3574.3528,3571.416,3571.3252,3564.4895,3562.8418,3554.5237,3554.2825
2015-06-04,3570.7786,3570.4138,3563.5242,3561.706,3553.2373,3553.5706,3550.092
2015-06-05,3571.4465,3564.3423,3563.0312,3554.132,3554.7402,3551.054,3550.6611
2015-06-07,3563.7957,3562.1765,3553.3645,3553.5986,3550.7043,3549.8738,3549.8477
2015-06-08,3562.9644,3554.466,3554.5842,3551.5107,3550.5703,3550.3215,3547.4617
2015-06-09,3554.216,3553.7124,3551.0083,3550.1047,3550.191,3547.0684,3546.6343
2015-06-10,3554.6033,3551.5168,3550.6814,3550.6675,3547.4158,3547.43,3547.3774
2015-06-11,3551.054,3550.0588,3550.0115,3546.9297,3546.906,3546.874,3543.832
2015-06-12,3549.521,3549.7383,3546.5247,3546.471,3546.4443,3543.2986,3540.0752
2015-06-14,3549.831,3546.703,3546.825,3546.6824,3543.697,3540.2683,3540.477
2015-06-15,3546.252,3546.307,3546.2495,3543.0122,3539.7717,3539.858,3539.7888
2015-06-16,3547.2253,3547.2976,3543.6335,3540.7754,3540.684,3540.6367,3536.3394
2015-06-17,3546.5454,3543.5957,3540.3147,3540.0884,3540.029,3536.064,3540.056
2015-06-18,3543.305,3539.776,3540.4258,3540.202,3535.5664,3539.8643,3540.1316
2015-06-19,3540.7034,3540.7217,3540.5408,3536.4492,3540.4873,3540.6277,3543.5999
2015-06-21,3539.813,3539.726,3535.2778,3540.0593,3539.7434,3543.2546,3543.1765
2015-06-22,3540.0005,3535.8274,3540.0144,3540.024,3543.5432,3543.3896,3550.5957
2015-06-23,3536.4868,3540.8672,3540.679,3544.3242,3544.1687,3550.81,3535.5647
2015-06-24,3540.3965,3540.4937,3543.6387,3543.7144,3550.6924,3535.4023,3536.0637
2015-06-25,3540.463,3543.8271,3543.599,3550.739,3535.7666,3536.0479,3517.6663
2015-06-26,3543.9138,3543.8591,3550.1003,3536.48,3536.0889,3517.139,3507.642
2015-06-28,3543.9817,3551.127,3536.3816,3536.3398,3513.3247,3507.3137,3487.261
2015-06-29,3549.6375,3535.2622,3535.549,3511.4211,3506.9814,3486.257,3482.1802
2015-06-30,3537.163,3537.0222,3512.0332,3508.4656,3488.559,3484.3396,3478.3743
2015-07-01,3536.2017,3512.024,3507.6294,3487.3113,3483.0066,3477.6887,3477.5657
2015-07-02,3511.4614,3506.9138,3486.9253,3482.4304,3476.5144,3476.4905,3476.6045
2015-07-03,3508.0557,3488.3613,3483.6697,3477.5415,3477.8386,3477.604,3476.5142
2015-07-05,3487.2288,3483.1665,3477.2607,3477.143,3477.3215,3476.254,3471.183
2015-07-06,3483.317,3476.9946,3476.871,3477.02,3476.5007,3470.8572,3470.9343
2015-07-07,3477.4043,3477.5708,3477.5657,3476.4707,3471.3184,3471.2021,3465.092
2015-07-08,3477.026,3477.0166,3476.044,3470.9026,3470.6375,3464.6516,3470.885
2015-07-09,3477.0125,3476.269,3470.9631,3470.743,3464.5808,3470.74,3470.8171
2015-07-10,3475.942,3470.8313,3470.9683,3464.8108,3470.7722,3470.7751,3470.691
2015-07-12,3471.348,3471.0615,3464.8174,3471.2642,3471.4976,3471.2866,3471.21
2015-07-13,3470.9905,3464.7573,3470.9502,3471.015,3470.9844,3470.9106,3470.982
2015-07-14,3464.9849,3471.296,3471.1445,3471.059,3471.1726,3471.2842,3464.98
2015-07-15,3470.8823,3470.992,3470.8303,3470.763,3470.823,3464.3613,3470.7395
2015-07-16,3470.98,3470.9006,3470.9397,3470.9238,3464.8643,3470.8098,3470.9348
2015-07-17,3471.0188,3471.1084,3471.0747,3464.8623,3470.9697,3471.0718,3477.2656
2015-07-19,3470.9783,3470.8994,3464.5884,3471.0164,3470.707,3477.0122,3477.1626
2015-07-20,3471.0256,3464.689,3470.8289,3470.9653,3477.1917,3477.1357,3477.1665
2015-07-21,3465.1116,3471.347,3471.16,3477.463,3477.3533,3477.2854,3471.3835
2015-07-22,3470.9253,3470.7334,3477.0605,3476.9648,3476.9666,3470.7024,3476.9883
2015-07-23,3470.3508,3476.4783,3476.4104,3476.3933,3470.3665,3476.4683,3482.5452
2015-07-24,3476.834,3476.8582,3476.9348,3470.9602,3476.8777,3482.838,3501.8938
2015-07-26,3477.48,3477.6184,3471.1736,3477.5085,3483.517,3506.224,3535.8433
2015-07-27,3476.5217,3470.0554,3476.3848,3482.4585,3506.8015,3534.029,3547.2207
2015-07-28,3470.6914,3476.7178,3482.9646,3508.2114,3534.0635,3547.77,3547.737
2015-07-29,3477.5642,3483.4778,3512.6099,3535.2405,3547.9153,3547.4543,3565.251
2015-07-30,3483.1255,3510.4683,3535.0623,3548.0476,3548.1565,3565.4731,3566.2305
2015-07-31,3508.357,3534.863,3547.5693,3547.6526,3565.0925,3566.7205,3566.5664
2015-08-02,3534.7534,3547.7617,3547.6113,3564.8972,3566.065,3566.039,3566.1577
2015-08-03,3547.306,3547.5796,3565.6055,3566.2012,3566.1587,3566.195,3566.2454
2015-08-04,3547.6753,3563.65,3566.258,3566.2056,3566.281,3566.2449,3551.3877
2015-08-05,3563.2842,3566.2112,3566.2598,3566.1484,3566.2021,3551.7114,3565.307
2015-08-06,3566.211,3566.2012,3566.191,3566.2136,3551.0034,3565.5093,3579.0754
2015-08-07,3566.2192,3566.273,3566.2322,3550.7917,3564.8088,3579.0503,3578.898
2015-08-09,3566.1887,3566.1711,3550.5085,3564.8926,3579.0566,3578.8638,3578.8972
2015-08-10,3566.2737,3550.4055,3564.3157,3579.0317,3578.9475,3578.8987,3578.904
2015-08-11,3551.1946,3564.1416,3579.0496,3578.9482,3578.8875,3578.9172,3578.943
2015-08-12,3564.5232,3578.8486,3578.8916,3578.923,3578.8923,3578.862,3578.8555
2015-08-13,3579.0042,3578.8835,3578.9094,3578.9087,3578.916,3578.8076,3578.94
2015-08-14,3578.8442,3578.948,3578.9373,3578.9653,3578.9375,3578.8691,3578.9153
2015-08-16,3578.957,3578.9043,3578.9104,3578.8784,3578.921,3578.8752,3578.8972
2015-08-17,3578.9326,3578.9412,3578.937,3578.8586,3578.9165,3578.853,3578.8857
2015-08-18,3578.8577,3578.9336,3578.9114,3578.9583,3578.8235,3578.925,3578.9614
2015-08-19,3578.9966,3578.93,3578.9407,3578.9275,3578.9788,3578.9268,3578.918
2015-08-20,3578.9233,3578.8916,3578.954,3578.923,3578.841,3578.9292,3566.0686
2015-08-21,3578.921,3578.9243,3578.9397,3578.8225,3578.8494,3566.2454,3550.751
2015-08-23,3578.8408,3578.8735,3578.9216,3579.0002,3566.4424,3548.925,3534.7847
2015-08-24,3579.1316,3579.1443,3579.0032,3566.1658,3546.875,3534.7664,3532.4915
2015-08-25,3578.5493,3578.5586,3565.9023,3547.7021,3534.6074,3532.1626,3514.2148
2015-08-26,3578.6755,3565.7463,3547.4377,3534.4617,3532.157,3513.989,3513.8674
2015-08-27,3565.8545,3547.4314,3534.27,3531.4575,3513.976,3513.1072,3501.463
2015-08-28,3547.7598,3534.759,3531.6821,3514.0986,3513.4824,3501.6826,3497.874
2015-08-30,3535.1592,3532.9226,3514.7305,3514.6062,3502.3547,3498.6384,3494.754
2015-08-31,3532.7742,3514.3508,3514.574,3502.5007,3498.6284,3494.8677,3471.2234
2015-09-01,3514.1355,3513.684,3502.0696,3498.1694,3494.5251,3465.7817,3432.392
2015-09-02,3514.0698,3502.131,3498.4004,3494.434,3464.5845,3430.5317,3402.3574
2015-09-03,3498.4368,3494.7058,3485.7856,3454.2246,3418.44,3389.014,3354.3105
2015-09-04,3499.4575,3476.278,3453.9849,3401.1533,3378.34,3336.5566,3287.5786
2015-09-06,3480.7761,3451.6807,3407.2659,3377.0354,3332.836,3287.341,3272.605
2015-09-07,3451.7476,3409.0586,3376.3665,3333.4758,3287.3464,3272.642,3267.5315
2015-09-08,3428.711,3382.3965,3351.4265,3285.058,3269.885,3265.9636,3257.7983
2015-09-09,3391.3809,3342.5713,3289.1997,3273.819,3265.5115,3255.2397,3253.194
2015-09-10,3356.9543,3288.6775,3273.349,3269.879,3261.3384,3259.2883,3249.7236
2015-09-11,3308.1438,3272.2783,3268.4846,3259.8486,3260.1008,3248.825,3245.7163
2015-09-13,3273.9927,3269.1448,3260.7148,3260.801,3249.472,3246.899,3246.589
2015-09-14,3269.4978,3261.606,3261.2207,3250.3262,3247.0608,3247.2656,3244.807
2015-09-15,3260.4495,3260.2808,3249.3335,3246.4116,3246.5276,3244.0667,3232.74
2015-09-16,3261.0808,3249.7769,3246.9385,3247.095,3245.0737,3233.445,3232.9944
2015-09-17,3249.4773,3246.5435,3246.5127,3244.5164,3232.4355,3232.6729,3215.9392
2015-09-18,3246.6296,3246.588,3244.6353,3232.6277,3232.931,3213.2646,3199.0127
2015-09-20,3246.687,3244.7378,3232.7678,3232.9194,3214.1963,3199.0276,3197.5896
2015-09-21,3244.5603,3232.8044,3232.6868,3215.4053,3199.0461,3197.3955,3195.4011
2015-09-22,3232.2827,3232.7314,3217.9075,3198.8396,3197.5408,3195.5159,3189.797
2015-09-23,3232.7441,3219.6184,3198.953,3197.5283,3195.5469,3189.7954,3189.68
2015-09-24,3221.3542,3199.431,3197.515,3195.5195,3189.7542,3189.7231,3187.5989
2015-09-25,3198.897,3197.5308,3195.4548,3189.7522,3189.6782,3187.6016,3181.9177
2015-09-27,3197.519,3195.5674,3189.7876,3189.6917,3187.565,3181.9531,3181.09
2015-09-28,3195.5667,3189.62,3189.6729,3187.6152,3181.85,3181.0574,3179.65
2015-09-29,3189.6353,3189.648,3187.5781,3181.8372,3181.0364,3179.6238,3168.14
2015-09-30,3189.6785,3187.6096,3181.9783,3181.0554,3179.6726,3167.5852,3174.0193
2015-10-01,3187.5967,3181.981,3181.05,3179.6155,3167.7913,3174.1257,3179.7007
2015-10-02,3181.7012,3181.046,3179.553,3167.5146,3174.0208,3179.6104,3179.6619
2015-10-04,3181.0806,3179.6316,3167.5862,3174.155,3179.6106,3179.6272,3181.9
