,EURSEK,EURSEK,EURSEK,EURSEK,EURSEK,EURSEK,EURSEK
2015-04-10,9.306705,9.298964,9.300877,9.298703,9.28749,9.2924185,9.30626
2015-04-12,9.305709,9.288175,9.288839,9.309452,9.297313,9.315657,9.280761
2015-04-13,9.305391,9.333865,9.308997,9.313574,9.305005,9.308977,9.302987
2015-04-14,9.304685,9.288089,9.307219,9.294355,9.311692,9.273813,9.3086405
2015-04-15,9.303389,9.311306,9.292155,9.275634,9.308331,9.31375,9.276782
2015-04-16,9.302949,9.316515,9.3048,9.284861,9.315758,9.298751,9.309352
2015-04-17,9.291132,9.286408,9.30132,9.295299,9.282393,9.303379,9.32001
2015-04-19,9.309674,9.301683,9.281708,9.310669,9.2923975,9.309227,9.31907
2015-04-20,9.292043,9.2866335,9.274777,9.31354,9.32538,9.329725,9.30496
2015-04-21,9.295691,9.328743,9.327564,9.34677,9.312231,9.314652,9.327514
2015-04-22,9.268475,9.31676,9.27668,9.292318,9.29939,9.319604,9.33823
2015-04-23,9.273953,9.321471,9.34947,9.32634,9.31804,9.3461275,9.319242
2015-04-24,9.270575,9.328546,9.341352,9.320508,9.3155155,9.304466,9.336389
2015-04-26,9.316952,9.296043,9.313396,9.318381,9.343628,9.340455,9.309102
2015-04-27,9.332619,9.318336,9.341168,9.324719,9.332569,9.302952,9.352065
2015-04-28,9.323103,9.320488,9.315568,9.333023,9.337264,9.350717,9.333044
2015-04-29,9.309844,9.311537,9.347479,9.320088,9.359058,9.339017,9.343267
2015-04-30,9.332181,9.347184,9.303675,9.297141,9.324218,9.348237,9.343194
2015-05-01,9.308641,9.303346,9.333682,9.332446,9.338776,9.355823,9.331206
2015-05-03,9.342851,9.338532,9.339342,9.322957,9.338655,9.321268,9.342577
2015-05-04,9.320699,9.337875,9.333573,9.350498,9.336786,9.322025,9.340784
2015-05-05,9.352413,9.337772,9.341349,9.336421,9.340769,9.340242,9.333558
2015-05-06,9.32524,9.306881,9.336901,9.347862,9.322601,9.332885,9.341876
2015-05-07,9.333895,9.338856,9.335352,9.322486,9.336434,9.3328705,9.324039
2015-05-08,9.3461895,9.339782,9.312531,9.365084,9.334948,9.326854,9.358709
2015-05-10,9.317057,9.323249,9.361209,9.337649,9.338952,9.331611,9.339887
2015-05-11,9.34037,9.342642,9.332285,9.3237915,9.362616,9.343479,9.349895
2015-05-12,9.321437,9.351004,9.330297,9.340179,9.333385,9.346104,9.333804
2015-05-13,9.331823,9.329637,9.33162,9.323189,9.331964,9.336914,9.337382
2015-05-14,9.356345,9.35287,9.328403,9.322401,9.335947,9.320252,9.335705
2015-05-15,9.333507,9.342783,9.335426,9.351978,9.325936,9.335983,9.318056
2015-05-17,9.328786,9.338639,9.348877,9.34399,9.363617,9.335115,9.3524685
2015-05-18,9.334006,9.360352,9.343272,9.322631,9.324134,9.337356,9.312798
2015-05-19,9.340028,9.322767,9.324573,9.333635,9.3269,9.355521,9.334141
2015-05-20,9.338397,9.336909,9.330205,9.330809,9.341021,9.324193,9.326561
2015-05-21,9.3399315,9.3419895,9.324544,9.345471,9.314722,9.33202,9.328089
2015-05-22,9.321535,9.338388,9.346034,9.322808,9.332574,9.329327,9.318581
2015-05-24,9.343039,9.31069,9.326485,9.32283,9.333734,9.325624,9.32086
2015-05-25,9.345446,9.339861,9.316804,9.325078,9.328865,9.326937,9.315578
2015-05-26,9.321934,9.32271,9.32906,9.317635,9.3197565,9.315511,9.326377
2015-05-27,9.320051,9.326466,9.325068,9.329904,9.318206,9.328592,9.314321
2015-05-28,9.326993,9.323965,9.319713,9.31789,9.331912,9.328424,9.3287525
2015-05-29,9.330222,9.325724,9.3196745,9.318359,9.321118,9.326709,9.334355
2015-05-31,9.324063,9.319015,9.328433,9.334169,9.310822,9.325771,9.320994
2015-06-01,9.330968,9.314866,9.330132,9.322408,9.342038,9.341642,9.32402
2015-06-02,9.327553,9.330452,9.324584,9.323502,9.318314,9.339513,9.338539
2015-06-03,9.327387,9.325318,9.3287945,9.343166,9.338991,9.309206,9.31948
2015-06-04,9.325556,9.332219,9.345889,9.333639,9.308807,9.321218,9.335499
2015-06-05,9.337911,9.340371,9.325887,9.343558,9.320413,9.306397,9.345315
2015-06-07,9.32216,9.342646,9.323208,9.308985,9.3347025,9.346822,9.313694
2015-06-08,9.33261,9.326691,9.347145,9.340483,9.320545,9.307749,9.325441
2015-06-09,9.332704,9.348727,9.362965,9.308717,9.320561,9.320062,9.332836
2015-06-10,9.330292,9.310713,9.355053,9.345723,9.333915,9.328088,9.3155575
2015-06-11,9.313878,9.34891,9.319236,9.33921,9.32081,9.326874,9.302156
2015-06-12,9.338909,9.311216,9.322296,9.332026,9.311431,9.334084,9.279104
2015-06-14,9.322687,9.319955,9.31892,9.312046,9.332611,9.319516,9.295088
2015-06-15,9.331016,9.322894,9.32224,9.328581,9.311693,9.312096,9.279235
2015-06-16,9.29723,9.3293495,9.313186,9.31633,9.307094,9.280259,9.287032
2015-06-17,9.326056,9.307585,9.316138,9.3061695,9.286559,9.276348,9.273285
2015-06-18,9.312997,9.312044,9.285339,9.28136,9.289182,9.280406,9.280749
2015-06-19,9.309934,9.299074,9.284845,9.277952,9.290772,9.276199,9.270409
2015-06-21,9.303466,9.278723,9.279942,9.281487,9.302534,9.288241,9.259468
2015-06-22,9.291543,9.2759,9.277169,9.2778225,9.274638,9.281933,9.250795
2015-06-23,9.273429,9.280221,9.27205,9.263044,9.279164,9.298369,9.255992
2015-06-24,9.293957,9.276936,9.279589,9.262971,9.27218,9.23081,9.252496
2015-06-25,9.286684,9.26247,9.253169,9.266912,9.311808,9.273214,9.216934
2015-06-26,9.291731,9.267938,9.270654,9.252861,9.242045,9.2478485,9.2175455
2015-06-28,9.280094,9.248301,9.240245,9.279091,9.246237,9.237546,9.2282715
2015-06-29,9.241136,9.265428,9.248505,9.253343,9.242948,9.247705,9.235119
2015-06-30,9.234341,9.28897,9.239804,9.268688,9.239199,9.241554,9.212363
2015-07-01,9.255828,9.286378,9.2359295,9.242987,9.245002,9.235439,9.25104
2015-07-02,9.235307,9.254569,9.236795,9.2384205,9.264091,9.254042,9.263769
2015-07-03,9.264341,9.241189,9.251337,9.247956,9.253008,9.2583275,9.263292
2015-07-05,9.248681,9.230366,9.2492695,9.259112,9.282484,9.278074,9.272681
2015-07-06,9.247184,9.257327,9.249125,9.267053,9.263147,9.261641,9.311514
2015-07-07,9.255182,9.248557,9.296747,9.267034,9.271259,9.293302,9.308158
2015-07-08,9.2637615,9.24892,9.248351,9.265352,9.310179,9.332989,9.311813
2015-07-09,9.261076,9.267755,9.267399,9.3156805,9.31459,9.3167925,9.327328
2015-07-10,9.260007,9.263408,9.273255,9.321163,9.289861,9.295079,9.303926
2015-07-12,9.275381,9.310404,9.32811,9.314313,9.33924,9.295075,9.298169
2015-07-13,9.315739,9.333454,9.315331,9.317059,9.287002,9.303909,9.304467
2015-07-14,9.324324,9.317124,9.296339,9.303312,9.304926,9.292263,9.302317
2015-07-15,9.329909,9.303955,9.310995,9.300106,9.291364,9.293327,9.293318
2015-07-16,9.307752,9.310946,9.289128,9.295088,9.301137,9.304671,9.301085
2015-07-17,9.301686,9.316934,9.298203,9.29998,9.31294,9.291732,9.299316
2015-07-19,9.283324,9.291662,9.282502,9.294912,9.291012,9.2929125,9.297775
2015-07-20,9.292534,9.300933,9.307965,9.300165,9.299755,9.305497,9.342911
2015-07-21,9.293489,9.308204,9.300142,9.294722,9.298336,9.286263,9.351518
2015-07-22,9.279917,9.31388,9.2940855,9.300358,9.326255,9.345459,9.346367
2015-07-23,9.292665,9.302259,9.311702,9.336896,9.313539,9.342961,9.329997
2015-07-24,9.294058,9.298833,9.3289175,9.368491,9.3412,9.349366,9.322911
2015-07-26,9.30008,9.383383,9.263173,9.329029,9.349423,9.3601885,9.359059
2015-07-27,9.336839,9.347702,9.345943,9.353577,9.351927,9.355416,9.360718
2015-07-28,9.346782,9.344163,9.355641,9.355435,9.356605,9.356797,9.354303
2015-07-29,9.366321,9.344603,9.356488,9.339759,9.363376,9.369728,9.365509
2015-07-30,9.336566,9.349921,9.354501,9.344332,9.348063,9.358269,9.378762
2015-07-31,9.348442,9.352024,9.366568,9.35233,9.357179,9.360693,9.371086
2015-08-02,9.343472,9.359645,9.35489,9.366988,9.373114,9.365061,9.381931
2015-08-03,9.34882,9.317984,9.374183,9.375282,9.369112,9.365788,9.401143
2015-08-04,9.382758,9.350746,9.378501,9.374361,9.374915,9.35663,9.377371
2015-08-05,9.36347,9.328869,9.378525,9.383709,9.379629,9.377003,9.395071
2015-08-06,9.380456,9.381748,9.35658,9.388974,9.387928,9.386105,9.395564
2015-08-07,9.377667,9.39402,9.375962,9.386451,9.355412,9.402799,9.402291
2015-08-09,9.365921,9.3795185,9.420313,9.3787,9.404218,9.416888,9.414926
2015-08-10,9.38074,9.368543,9.3813715,9.388821,9.408489,9.414591,9.418696
2015-08-11,9.384688,9.40201,9.401025,9.401327,9.399739,9.408791,9.414121
2015-08-12,9.388885,9.395074,9.4033785,9.423151,9.416674,9.432439,9.424288
2015-08-13,9.403488,9.406376,9.414938,9.421305,9.42905,9.418175,9.44763
2015-08-14,9.397256,9.41541,9.421636,9.426377,9.438301,9.464816,9.4415
2015-08-16,9.4239025,9.413426,9.420037,9.411216,9.440169,9.417945,9.4361105
2015-08-17,9.405432,9.420408,9.439544,9.460013,9.450552,9.430033,9.443749
2015-08-18,9.420095,9.42918,9.436821,9.418737,9.441786,9.45752,9.462953
2015-08-19,9.423282,9.421387,9.441073,9.446139,9.435406,9.465439,9.458118
2015-08-20,9.43768,9.444619,9.433402,9.446301,9.4338255,9.458888,9.454596
2015-08-21,9.4247,9.441415,9.441269,9.459748,9.440305,9.477216,9.512915
2015-08-23,9.440766,9.448862,9.466101,9.433688,9.450494,9.46499,9.479387
2015-08-24,9.4416685,9.457373,9.457549,9.468536,9.4416685,9.47056,9.457697
2015-08-25,9.444295,9.460566,9.469166,9.459808,9.476692,9.463332,9.485674
2015-08-26,9.463197,9.439583,9.475523,9.454288,9.44216,9.477417,9.483049
2015-08-27,9.473857,9.467739,9.470197,9.480971,9.463365,9.457262,9.458448
2015-08-28,9.463222,9.454091,9.4668,9.476346,9.478082,9.480617,9.480879
2015-08-30,9.502464,9.454278,9.4733,9.480131,9.480237,9.471306,9.463723
2015-08-31,9.46843,9.4756565,9.47121,9.462812,9.505718,9.488953,9.500583
2015-09-01,9.458507,9.486436,9.462368,9.495047,9.461093,9.466993,9.478352
2015-09-02,9.475124,9.45695,9.464533,9.465966,9.504719,9.470386,9.469992
2015-09-03,9.46433,9.488994,9.484457,9.494579,9.461162,9.482706,9.50269
2015-09-04,9.4781685,9.460737,9.489625,9.468963,9.503081,9.493025,9.492066
2015-09-06,9.485917,9.473796,9.481049,9.462209,9.461098,9.494959,9.477234
2015-09-07,9.492872,9.470173,9.4621315,9.466018,9.5016985,9.4854555,9.478277
2015-09-08,9.497895,9.492134,9.488394,9.484437,9.481614,9.4706955,9.480352
2015-09-09,9.476948,9.462975,9.499282,9.485829,9.471423,9.481293,9.474347
2015-09-10,9.4754715,9.490549,9.453568,9.475119,9.476954,9.458002,9.475904
2015-09-11,9.467842,9.4580145,9.489516,9.483819,9.467634,9.484358,9.477642
2015-09-13,9.469454,9.489212,9.488944,9.477282,9.48124,9.479731,9.4626875
2015-09-14,9.480559,9.47642,9.461231,9.460647,9.472631,9.464302,9.462125
2015-09-15,9.46911,9.462378,9.48262,9.485711,9.467038,9.457451,9.447942
2015-09-16,9.483788,9.473338,9.475361,9.46295,9.459321,9.452648,9.432279
2015-09-17,9.468027,9.463793,9.475705,9.45963,9.457114,9.447744,9.433253
2015-09-18,9.465957,9.461951,9.4666605,9.455827,9.440718,9.441743,9.43861
2015-09-20,9.482002,9.450556,9.455056,9.438244,9.446034,9.43314,9.414502
2015-09-21,9.461248,9.445861,9.455875,9.431525,9.436091,9.441246,9.435374
2015-09-22,9.440595,9.4437065,9.444165,9.4347105,9.42794,9.42753,9.406712
2015-09-23,9.461026,9.4354315,9.419055,9.413468,9.409269,9.429824,9.432944
2015-09-24,9.446438,9.441319,9.451262,9.418663,9.41081,9.400667,9.415845
2015-09-25,9.415577,9.425509,9.424158,9.444359,9.430515,9.428504,9.42917
2015-09-27,9.444359,9.433097,9.424299,9.433649,9.472127,9.436444,9.393176
2015-09-28,9.405354,9.439393,9.452263,9.429347,9.429563,9.438771,9.429873
2015-09-29,9.403639,9.388656,9.404876,9.415283,9.415469,9.447727,9.413774
2015-09-30,9.416121,9.420972,9.399918,9.434079,9.380561,9.428033,9.410914
2015-10-01,9.48209,9.420405,9.421647,9.388735,9.395852,9.406751,9.391865
2015-10-02,9.439981,9.406552,9.378947,9.396914,9.41509,9.403645,9.387939
2015-10-04,9.411836,9.450974,9.4033785,9.400249,9.401173,9.380417,9.381724
2015-10-05,9.401159,9.437526,9.417851,9.39751,9.377934,9.381441,9.381695
2015-10-06,9.41299,9.411966,9.40682,9.393523,9.379609,9.371172,9.385663
2015-10-07,9.409619,9.396518,9.40152,9.387926,9.374525,9.380897,9.349066
2015-10-08,9.390427,9.401741,9.403687,9.377627,9.372867,9.36755,9.359138
2015-10-09,9.397547,9.397188,9.386311,9.359598,9.357501,9.348229,9.358053
2015-10-11,9.389235,9.401123,9.382157,9.353819,9.382082,9.357249,9.339751
2015-10-12,9.3801365,9.385949,9.363569,9.356788,9.35846,9.387163,9.357571
2015-10-13,9.376809,9.374734,9.377256,9.359387,9.374768,9.349777,9.324973
2015-10-14,9.352693,9.373079,9.326851,9.36681,9.366205,9.328466,9.345928
2015-10-15,9.363167,9.375575,9.351748,9.359084,9.370046,9.336018,9.357018
2015-10-16,9.363568,9.370141,9.360079,9.357704,9.354246,9.342209,9.370969
2015-10-18,9.377194,9.378236,9.356634,9.36072,9.342589,9.339994,9.37221
2015-10-19,9.33549,9.342338,9.331114,9.325222,9.364567,9.361708,9.376969
2015-10-20,9.37606,9.34457,9.342056,9.363155,9.348306,9.373999,9.341763
2015-10-21,9.368347,9.347984,9.368324,9.37884,9.362667,9.366176,9.342572
2015-10-22,9.372259,9.343818,9.363975,9.344,9.345815,9.351478,9.364129
2015-10-23,9.330401,9.348703,9.359202,9.3443775,9.356759,9.355922,9.357708
2015-10-25,9.374591,9.350262,9.3648615,9.353376,9.357081,9.356199,9.364016
2015-10-26,9.332762,9.343938,9.366123,9.354623,9.358593,9.371258,9.366227
2015-10-27,9.358677,9.358183,9.360636,9.358163,9.3671875,9.36898,9.370578
2015-10-28,9.359645,9.364925,9.359601,9.364098,9.367563,9.35437,9.356132
2015-10-29,9.359718,9.3581915,9.351384,9.345781,9.365191,9.371011,9.362135
2015-10-30,9.360043,9.365235,9.365089,9.386568,9.355716,9.359513,9.372814
2015-11-01,9.359658,9.362615,9.368705,9.372779,9.374253,9.386946,9.388227
2015-11-02,9.35841,9.363968,9.3633995,9.372364,9.38816,9.369413,9.357917
2015-11-03,9.371659,9.375699,9.375363,9.375127,9.357928,9.375752,9.3765135
2015-11-04,9.378417,9.372269,9.381501,9.368174,9.3699045,9.372003,9.356162
2015-11-05,9.367163,9.368378,9.393495,9.386779,9.36714,9.352352,9.361156
2015-11-06,9.376826,9.377614,9.364137,9.36663,9.364963,9.367903,9.36891
2015-11-08,9.370285,9.374765,9.364921,9.373236,9.40221,9.37072,9.364622
2015-11-09,9.396101,9.376504,9.357912,9.367382,9.373357,9.351924,9.362881
2015-11-10,9.383655,9.375799,9.355743,9.371284,9.354283,9.358579,9.356298
2015-11-11,9.371335,9.339061,9.368038,9.356923,9.354357,9.363217,9.367676
2015-11-12,9.366165,9.369168,9.377815,9.357417,9.356797,9.375976,9.369537
2015-11-13,9.3603945,9.36094,9.365039,9.348736,9.338649,9.346469,9.350019
2015-11-15,9.360351,9.359983,9.353662,9.362858,9.368637,9.337063,9.364684
2015-11-16,9.355574,9.356567,9.354509,9.34143,9.33477,9.3548765,9.346798
2015-11-17,9.360333,9.354843,9.356089,9.343867,9.350515,9.333728,9.370369
2015-11-18,9.3612995,9.351307,9.361207,9.352458,9.355587,9.36071,9.3407135
2015-11-19,9.340715,9.355473,9.347773,9.353223,9.349726,9.363635,9.341942
2015-11-20,9.344609,9.360447,9.358431,9.352436,9.349033,9.347172,9.3483715
2015-11-22,9.372715,9.350592,9.351598,9.353246,9.334638,9.360098,9.344332
2015-11-23,9.364228,9.360702,9.35465,9.352416,9.371007,9.359361,9.348857
2015-11-24,9.3376665,9.358827,9.342081,9.353281,9.334026,9.360259,9.356388
2015-11-25,9.337784,9.346803,9.353588,9.352409,9.35253,9.348093,9.343777
2015-11-26,9.367145,9.357443,9.364825,9.35333,9.348385,9.350893,9.342944
2015-11-27,9.344933,9.35177,9.331594,9.344327,9.346113,9.345281,9.344461
2015-11-29,9.333578,9.346988,9.346295,9.346757,9.337827,9.331829,9.3283825
2015-11-30,9.37112,9.35767,9.346383,9.351314,9.347698,9.32844,9.312649
2015-12-01,9.352328,9.339178,9.335556,9.319426,9.338023,9.3274145,9.3347
2015-12-02,9.338096,9.329966,9.336236,9.309781,9.335964,9.316818,9.316212
2015-12-03,9.336927,9.335399,9.318644,9.3303795,9.316721,9.304618,9.325038
2015-12-04,9.327869,9.348163,9.327565,9.309244,9.334934,9.297273,9.298457
2015-12-06,9.331026,9.331169,9.315848,9.311504,9.297418,9.29901,9.292391
2015-12-07,9.32695,9.321775,9.308662,9.317703,9.322574,9.299571,9.294033
2015-12-08,9.329584,9.323195,9.312432,9.295773,9.286745,9.286483,9.299873
2015-12-09,9.277787,9.327771,9.311529,9.292454,9.280548,9.302601,9.2970915
2015-12-10,9.317659,9.303408,9.297543,9.293863,9.292702,9.289664,9.274133
2015-12-11,9.298776,9.292914,9.322396,9.278926,9.31026,9.287364,9.282767
2015-12-13,9.288337,9.309067,9.307521,9.279273,9.287872,9.307014,9.296923
2015-12-14,9.309846,9.292511,9.278563,9.300355,9.290035,9.293846,9.282331
2015-12-15,9.306749,9.309448,9.294273,9.285043,9.310816,9.282267,9.27169
2015-12-16,9.296484,9.327277,9.293382,9.287677,9.285879,9.27866,9.276849
2015-12-17,9.286205,9.3018,9.276079,9.251858,9.278405,9.283308,9.275721
2015-12-18,9.29761,9.2648945,9.284551,9.286026,9.243828,9.297139,9.293451
2015-12-20,9.285419,9.276811,9.295187,9.290917,9.288201,9.292891,9.266546
2015-12-21,9.277505,9.306417,9.286267,9.291788,9.276664,9.262604,9.265623
2015-12-22,9.29879,9.273484,9.263592,9.285227,9.255252,9.245509,9.251711
2015-12-23,9.294391,9.273343,9.282654,9.291623,9.269671,9.268964,9.278507
2015-12-24,9.273906,9.278854,9.259472,9.274451,9.272339,9.264301,9.253349
2015-12-27,9.255868,9.283088,9.267187,9.264737,9.275936,9.254748,9.2527485
2015-12-28,9.275494,9.28373,9.277535,9.264218,9.253786,9.268469,9.270087
2015-12-29,9.281248,9.274016,9.267095,9.2569895,9.250528,9.263123,9.266276
2015-12-30,9.257686,9.266012,9.27429,9.253267,9.256654,9.252794,9.241682
2015-12-31,9.253804,9.278605,9.24571,9.25609,9.233102,9.260784,9.239643
2016-01-03,9.270162,9.26769,9.253363,9.253922,9.257606,9.276653,9.228384
2016-01-04,9.25823,9.251227,9.232735,9.263166,9.249752,9.24774,9.250508
2016-01-05,9.267587,9.24823,9.255005,9.2404585,9.257098,9.251603,9.261768
2016-01-06,9.24625,9.2381315,9.249812,9.241651,9.245522,9.2404585,9.25563
2016-01-07,9.243779,9.256196,9.260283,9.240943,9.261689,9.251269,9.253192
2016-01-08,9.266028,9.245761,9.252748,9.255423,9.242669,9.254589,9.238418
2016-01-10,9.225591,9.255432,9.237497,9.253932,9.257888,9.253617,9.246573
2016-01-11,9.237451,9.223904,9.256091,9.276512,9.252252,9.272525,9.250165
2016-01-12,9.224698,9.257242,9.222686,9.227106,9.240694,9.247953,9.2764
2016-01-13,9.264479,9.232345,9.257382,9.267416,9.254208,9.259761,9.245846
2016-01-14,9.256288,9.253093,9.224714,9.266495,9.260635,9.257567,9.267594
2016-01-15,9.232066,9.25526,9.275617,9.2517605,9.236212,9.265723,9.262952
2016-01-17,9.274989,9.260389,9.255885,9.285128,9.277225,9.248711,9.272977
2016-01-18,9.251302,9.254652,9.24069,9.264715,9.255073,9.274321,9.2727
2016-01-19,9.273923,9.287325,9.251482,9.268527,9.267941,9.278825,9.271656
2016-01-20,9.2451105,9.269046,9.270286,9.285072,9.277221,9.274259,9.263734
2016-01-21,9.267563,9.272556,9.277685,9.279312,9.267095,9.267144,9.266678
2016-01-22,9.263498,9.267543,9.260174,9.265444,9.269087,9.2903385,9.271072
2016-01-24,9.270771,9.280965,9.259982,9.277604,9.255426,9.266172,9.267635
2016-01-25,9.273771,9.267865,9.262951,9.264152,9.276709,9.269783,9.272104
2016-01-26,9.269499,9.271829,9.277206,9.27278,9.272246,9.271499,9.276119
2016-01-27,9.27745,9.275672,9.2745,9.267583,9.273703,9.27388,9.262608
2016-01-28,9.257276,9.269702,9.268734,9.271125,9.243144,9.277203,9.273447
2016-01-29,9.268159,9.270349,9.269736,9.2662525,9.26949,9.284095,9.274819
2016-01-31,9.272653,9.271629,9.270971,9.271306,9.269778,9.278222,9.268594
2016-02-01,9.278285,9.272003,9.272146,9.269032,9.269251,9.274815,9.259152
2016-02-02,9.270171,9.273105,9.291423,9.274422,9.273199,9.268609,9.276101
2016-02-03,9.279183,9.273426,9.274474,9.272122,9.273827,9.27635,9.2713375
2016-02-04,9.2653,9.269818,9.274872,9.277136,9.2712,9.283092,9.287118
2016-02-05,9.2771435,9.283744,9.28493,9.280301,9.274745,9.290667,9.296884
2016-02-07,9.276237,9.281593,9.304085,9.276069,9.294873,9.277652,9.304658
2016-02-08,9.261094,9.272065,9.287967,9.282943,9.274765,9.312215,9.306148
2016-02-09,9.292574,9.277429,9.310859,9.290195,9.298239,9.295044,9.2859125
2016-02-10,9.263083,9.285271,9.307097,9.275489,9.30129,9.315292,9.294978
2016-02-11,9.302059,9.295556,9.290403,9.312485,9.295288,9.300903,9.326874
2016-02-12,9.2928505,9.312439,9.285858,9.300124,9.307635,9.31,9.323452
2016-02-14,9.287871,9.287605,9.280743,9.298519,9.308128,9.314676,9.32244
2016-02-15,9.294601,9.278559,9.305128,9.315412,9.333642,9.347052,9.330279
2016-02-16,9.297134,9.302091,9.314002,9.324098,9.342889,9.341461,9.313662
2016-02-17,9.302916,9.311254,9.322145,9.333705,9.3236,9.338783,9.340914
2016-02-18,9.321134,9.33329,9.317982,9.330515,9.35702,9.3611355,9.376381
2016-02-19,9.33556,9.348849,9.349563,9.35863,9.361275,9.362243,9.359826
2016-02-21,9.340678,9.346613,9.348471,9.346174,9.356707,9.354501,9.336135
2016-02-22,9.335022,9.357043,9.371387,9.352491,9.347036,9.363046,9.367673
2016-02-23,9.318537,9.352397,9.347274,9.364703,9.349779,9.375237,9.359276
2016-02-24,9.354551,9.363985,9.358591,9.364087,9.380129,9.357862,9.357848
2016-02-25,9.358316,9.370556,9.360461,9.351033,9.37411,9.382384,9.374686
2016-02-26,9.349633,9.374063,9.357078,9.35622,9.348901,9.368206,9.332807
2016-02-28,9.349337,9.384678,9.380987,9.370668,9.371295,9.350381,9.353764
2016-02-29,9.372916,9.346088,9.361809,9.355249,9.428323,9.384168,9.3624735
2016-03-01,9.368949,9.347606,9.356906,9.362455,9.328905,9.385111,9.358197
2016-03-02,9.350442,9.346813,9.381619,9.421863,9.36157,9.379492,9.380109
2016-03-03,9.372079,9.3781,9.354993,9.385786,9.364112,9.356559,9.344869
2016-03-04,9.385362,9.399087,9.373924,9.34951,9.374166,9.353731,9.372667
2016-03-06,9.379334,9.40461,9.356423,9.331806,9.353906,9.383957,9.341588
2016-03-07,9.375354,9.36426,9.359112,9.375144,9.369719,9.33898,9.387039
2016-03-08,9.345847,9.364473,9.345991,9.369758,9.384961,9.383842,9.345017
2016-03-09,9.363664,9.364116,9.384315,9.348615,9.335747,9.338655,9.373638
2016-03-10,9.379666,9.350132,9.348667,9.38393,9.357136,9.3671875,9.351918
2016-03-11,9.356367,9.376946,9.383173,9.361962,9.346491,9.357847,9.379077
2016-03-13,9.366116,9.341776,9.3623,9.349469,9.357096,9.368334,9.375534
2016-03-14,9.363601,9.3829775,9.334474,9.3491,9.352268,9.348984,9.39763
2016-03-15,9.377416,9.346305,9.376517,9.378274,9.36109,9.364658,9.3755455
2016-03-16,9.363246,9.374532,9.368375,9.37879,9.369634,9.342371,9.370475
2016-03-17,9.377487,9.340317,9.3698635,9.38886,9.334553,9.361563,9.357019
2016-03-18,9.371651,9.349747,9.344875,9.339813,9.3643265,9.346873,9.339155
2016-03-20,9.36465,9.337774,9.331953,9.360528,9.355334,9.326512,9.328773
2016-03-21,9.350612,9.381976,9.343047,9.361778,9.324261,9.312136,9.3461685
2016-03-22,9.364277,9.327246,9.372156,9.374328,9.354618,9.32639,9.329194
2016-03-23,9.332768,9.376831,9.34346,9.356266,9.356431,9.33218,9.336655
2016-03-24,9.336291,9.37623,9.34058,9.337876,9.330898,9.331831,9.342056
2016-03-27,9.358673,9.335512,9.337523,9.341982,9.333397,9.319808,9.319762
2016-03-28,9.328112,9.318,9.332711,9.321334,9.325437,9.315802,9.314959
2016-03-29,9.339027,9.335062,9.336011,9.319821,9.316281,9.315147,9.299053
2016-03-30,9.33733,9.329484,9.332099,9.309324,9.307291,9.314982,9.292789
2016-03-31,9.333114,9.324494,9.306295,9.310454,9.298777,9.286095,9.2833395
2016-04-01,9.313942,9.320277,9.30772,9.292425,9.301527,9.27521,9.333061
2016-04-03,9.311216,9.314425,9.301933,9.297964,9.276743,9.280729,9.281547
2016-04-04,9.304493,9.3000965,9.289804,9.288471,9.275685,9.277341,9.268819
2016-04-05,9.30335,9.293235,9.265233,9.263385,9.279965,9.2765045,9.2697
2016-04-06,9.280251,9.289991,9.288259,9.286669,9.2685795,9.28936,9.277125
2016-04-07,9.281238,9.301447,9.28377,9.278719,9.279274,9.279729,9.27511
2016-04-08,9.316183,9.2775135,9.292515,9.286721,9.299753,9.258678,9.289976
2016-04-10,9.296767,9.291024,9.2818985,9.309975,9.2567835,9.263203,9.271006
2016-04-11,9.28249,9.274875,9.2914,9.291872,9.265798,9.268907,9.265841
2016-04-12,9.284082,9.24479,9.278945,9.254639,9.283063,9.269894,9.257421
2016-04-13,9.272328,9.282987,9.275373,9.26921,9.272347,9.271309,9.259336
2016-04-14,9.287731,9.275283,9.278931,9.267159,9.259268,9.264118,9.260357
2016-04-15,9.254421,9.263335,9.274973,9.249823,9.250828,9.252047,9.252461
2016-04-17,9.265467,9.27284,9.25446,9.248226,9.264325,9.264484,9.263117
2016-04-18,9.268585,9.268442,9.261524,9.256721,9.264032,9.255269,9.2596655
2016-04-19,9.2697935,9.255012,9.240608,9.255287,9.257719,9.244644,9.262813
2016-04-20,9.274766,9.250898,9.246099,9.246508,9.241018,9.254738,9.241586
2016-04-21,9.241193,9.252228,9.260584,9.240377,9.22105,9.248617,9.247389
2016-04-22,9.250561,9.243661,9.261175,9.244378,9.247061,9.233068,9.239813
2016-04-24,9.253943,9.247897,9.253839,9.250958,9.244582,9.247126,9.22501
2016-04-25,9.243552,9.249493,9.251751,9.243208,9.230412,9.240245,9.248603
2016-04-26,9.249018,9.250899,9.256399,9.229645,9.238652,9.243007,9.224157
2016-04-27,9.251928,9.239449,9.232536,9.232546,9.243957,9.230093,9.243261
2016-04-28,9.241784,9.23718,9.222718,9.23212,9.241155,9.2074,9.220317
2016-04-29,9.25291,9.217784,9.248228,9.240006,9.225502,9.21484,9.228082
2016-05-01,9.229815,9.2401,9.2452755,9.231441,9.223558,9.227961,9.227371
